Member1,Material1,Section1,Area1,Orientation1,Member2,Material2,Section2,Area2,Orientation2,Angle,Fx1,Fy1,Fz1,Mx1,My1,Mz1,Fx2,Fy2,Fz2,Mx2,My2,Mz2,Output
350.0,235.0,I,39.0,X,371.0,235.0,S,9.0,XY,45.00000000000001,-0.2,0.0,7.01,0.0,31.05,0.0,0.08,0.0,0.0,0.0,0.0,0.0,7.0
352.0,235.0,I,20.0,X,351.0,355.0,I,76.0,Y,90.0,0.01,0.0,-6.49,0.0,0.0,-0.01,0.07,0.01,7.24,0.0,34.82,0.0,4.0
354.0,235.0,I,20.0,X,351.0,355.0,I,76.0,Y,90.0,0.18,0.0,6.48,0.0,0.0,-0.01,0.07,0.01,7.24,0.0,34.82,0.0,4.0
351.0,355.0,I,76.0,X,361.0,235.0,S,9.0,XY,45.00000000000001,0.07,0.01,7.24,0.0,34.82,-0.01,1.0,1.0,1.0,1.0,1.0,1.0,7.0
351.0,355.0,I,76.0,X,362.0,235.0,S,9.0,XY,135.0,0.07,0.01,7.24,0.0,34.82,-0.01,0.04,0.0,0.0,0.0,0.0,0.0,7.0
351.0,355.0,I,76.0,X,363.0,235.0,S,9.0,XY,135.0,0.07,0.01,7.24,0.0,34.82,-0.01,0.36,0.0,0.0,0.0,0.0,0.0,7.0
351.0,355.0,I,76.0,X,364.0,235.0,S,9.0,XY,45.00000000000001,0.07,0.01,7.24,0.0,34.82,-0.01,0.1,0.0,0.0,0.0,0.0,0.0,7.0
352.0,235.0,I,20.0,Y,353.0,355.0,I,76.0,X,90.0,0.01,0.0,-6.49,0.0,0.0,0.0,-0.14,-0.02,-6.75,0.0,34.82,-0.01,4.0
354.0,235.0,I,20.0,X,353.0,355.0,I,76.0,Y,90.0,0.18,0.0,6.48,0.0,0.0,-0.01,-0.14,-0.02,-6.75,0.0,34.82,0.0,4.0
353.0,355.0,I,76.0,X,361.0,235.0,S,9.0,XY,135.0,-0.14,-0.02,-6.75,0.0,34.82,-0.01,1.0,1.0,1.0,1.0,1.0,1.0,7.0
353.0,355.0,I,76.0,X,362.0,235.0,S,9.0,XY,45.00000000000001,-0.14,-0.02,-6.75,0.0,34.82,-0.01,0.04,0.0,0.0,0.0,0.0,0.0,7.0
353.0,355.0,I,76.0,X,363.0,235.0,S,9.0,XY,45.00000000000001,-0.14,-0.02,-6.75,0.0,34.82,-0.01,0.36,0.0,0.0,0.0,0.0,0.0,7.0
353.0,355.0,I,76.0,X,364.0,235.0,S,9.0,XY,135.0,-0.14,-0.02,-6.75,0.0,34.82,-0.01,0.1,0.0,0.0,0.0,0.0,0.0,7.0
354.0,235.0,I,20.0,Y,355.0,235.0,I,39.0,X,90.0,0.15,0.0,-6.48,0.0,0.0,0.0,-0.14,0.0,-6.47,0.0,31.05,0.0,4.0
356.0,235.0,I,20.0,X,355.0,235.0,I,39.0,Y,90.0,0.1,0.0,6.48,0.0,0.0,0.0,-0.14,0.0,-6.47,0.0,31.05,0.0,4.0
355.0,235.0,I,39.0,X,370.0,235.0,S,9.0,XY,45.00000000000001,-0.14,0.0,-6.47,0.0,31.05,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
355.0,235.0,I,39.0,X,371.0,235.0,S,9.0,XY,135.0,-0.14,0.0,-6.47,0.0,31.05,0.0,0.08,0.0,0.0,0.0,0.0,0.0,7.0
356.0,235.0,I,20.0,Y,357.0,235.0,I,39.0,X,90.0,0.1,0.0,-6.48,0.0,0.0,0.0,-0.11,0.0,-6.74,0.0,29.96,0.0,4.0
358.0,235.0,I,20.0,X,357.0,235.0,I,39.0,Y,90.0,0.1,0.0,6.48,0.0,0.0,0.0,-0.11,0.0,-6.74,0.0,29.96,0.0,4.0
358.0,235.0,I,20.0,Y,359.0,235.0,I,39.0,X,90.0,0.1,0.0,-6.48,0.0,0.0,0.0,0.0,0.0,-6.99,0.0,30.97,0.0,4.0
360.0,235.0,I,20.0,X,359.0,235.0,I,39.0,Y,90.0,0.0,0.0,6.48,0.0,0.0,0.0,0.0,0.0,-6.99,0.0,30.97,0.0,4.0
359.0,235.0,I,39.0,X,365.0,235.0,S,9.0,XY,135.0,0.0,0.0,-6.99,0.0,30.97,0.0,0.06,0.0,0.0,0.0,0.0,0.0,7.0
359.0,235.0,I,39.0,X,366.0,235.0,S,9.0,XY,45.00000000000001,0.0,0.0,-6.99,0.0,30.97,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
359.0,235.0,I,39.0,X,368.0,235.0,S,9.0,XY,135.0,0.0,0.0,-6.99,0.0,30.97,0.0,0.16,0.0,0.0,0.0,0.0,0.0,7.0
359.0,235.0,I,39.0,X,369.0,235.0,S,9.0,XY,45.00000000000001,0.0,0.0,-6.99,0.0,30.97,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
431.0,235.0,I,76.0,X,359.0,235.0,I,39.0,Z,90.0,-13.69,-0.03,0.0,0.0,0.0,0.0,0.07,0.0,-8.49,0.0,0.0,0.0,4.0
360.0,235.0,I,20.0,Y,366.0,235.0,S,9.0,XY,45.00000000000001,0.0,0.0,6.48,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
360.0,235.0,I,20.0,Y,368.0,235.0,S,9.0,XY,45.00000000000001,0.0,0.0,6.48,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,7.0
360.0,235.0,I,20.0,Y,451.0,235.0,I,39.0,X,90.0,0.06,0.0,-6.48,0.0,0.0,0.0,-0.36,0.0,0.81,0.0,0.88,0.0,4.0
383.0,235.0,I,46.0,X,367.0,235.0,I,54.0,Z,90.0,-11.77,-0.01,0.1,0.0,-0.02,0.0,-0.42,0.03,2.23,0.0,0.0,-0.01,2.0
367.0,235.0,I,54.0,X,510.0,235.0,S,8.0,XZ,36.73214007635864,-0.42,0.03,2.23,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,7.0
387.0,235.0,I,46.0,X,380.0,235.0,I,54.0,Z,90.0,-22.24,0.0,0.01,0.0,-0.02,0.01,0.09,0.0,1.13,0.0,0.0,-0.01,2.0
380.0,235.0,I,54.0,X,514.0,235.0,S,6.0,XZ,32.92305692785894,0.09,0.0,1.13,0.0,0.0,0.01,0.5,0.0,0.0,0.0,0.0,0.0,7.0
381.0,235.0,I,54.0,X,440.0,235.0,S,8.0,XZ,32.00544050392029,-0.38,0.0,1.03,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,7.0
388.0,235.0,I,76.0,X,382.0,235.0,I,54.0,Z,90.0,-17.34,0.47,0.0,0.0,0.01,0.0,-0.78,0.0,7.36,0.0,0.0,0.13,2.0
382.0,235.0,I,54.0,X,513.0,235.0,S,6.0,XZ,26.73668055743095,-0.78,0.0,7.36,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
383.0,235.0,I,46.0,Z,510.0,235.0,S,8.0,XZ,126.73214007635862,-11.77,-0.01,0.1,0.0,-0.02,-0.01,0.55,0.0,0.0,0.0,0.0,0.0,7.0
383.0,235.0,I,46.0,Z,516.0,235.0,S,6.0,XZ,57.07694307214107,-11.77,-0.01,0.1,0.0,-0.02,-0.01,1.0,1.0,1.0,1.0,1.0,1.0,7.0
385.0,235.0,I,46.0,Z,515.0,235.0,S,6.0,XZ,57.07694307214107,-11.55,0.01,0.09,0.0,-0.02,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
386.0,235.0,I,46.0,Z,503.0,235.0,S,6.0,XZ,129.13697285411658,-10.14,0.0,-0.13,0.0,-0.14,-0.01,1.0,1.0,1.0,1.0,1.0,1.0,8.0
386.0,235.0,I,46.0,Z,512.0,235.0,S,6.0,XZ,63.263319442569035,-12.12,0.0,-0.13,0.0,0.12,0.0,0.54,0.0,0.0,0.0,0.0,0.0,7.0
386.0,235.0,I,46.0,Z,513.0,235.0,S,6.0,XZ,63.263319442569035,-10.14,0.0,-0.13,0.0,-0.14,-0.01,1.0,1.0,1.0,1.0,1.0,1.0,8.0
387.0,235.0,I,46.0,Z,411.0,235.0,I,54.0,X,90.0,-22.24,0.0,0.01,0.0,-0.02,-0.01,-0.45,0.0,-1.13,0.0,0.0,0.01,2.0
388.0,235.0,I,76.0,Z,502.0,235.0,S,6.0,XZ,129.13697285411658,-15.49,0.47,0.0,0.0,0.01,-0.83,1.12,0.0,0.0,0.0,0.0,0.0,8.0
388.0,235.0,I,76.0,Z,512.0,235.0,S,6.0,XZ,63.263319442569035,-15.49,0.47,0.0,0.0,0.01,-0.83,0.67,0.0,0.0,0.0,0.0,0.0,8.0
392.0,235.0,I,76.0,Z,471.0,235.0,S,8.0,YZ,57.9946167919165,-19.49,0.0,-0.06,0.0,0.18,0.03,0.15,0.0,0.0,0.0,0.0,0.0,8.0
392.0,235.0,I,76.0,Z,473.0,235.0,S,8.0,YZ,129.13697285411658,-19.49,0.0,-0.06,0.0,0.18,0.03,1.0,1.0,1.0,1.0,1.0,1.0,8.0
392.0,235.0,I,76.0,Z,486.0,235.0,S,8.0,YZ,129.13697285411658,-19.49,0.0,-0.06,0.0,0.18,0.03,0.06,0.0,0.0,0.0,0.0,0.0,8.0
392.0,235.0,I,76.0,Z,487.0,235.0,S,8.0,YZ,57.9946167919165,-19.49,0.0,-0.06,0.0,0.18,0.03,1.0,1.0,1.0,1.0,1.0,1.0,8.0
402.0,235.0,I,76.0,Z,474.0,235.0,S,8.0,YZ,129.13697285411658,-19.44,-0.02,0.11,0.0,-0.35,0.0,0.09,0.0,0.0,0.0,0.0,0.0,8.0
402.0,235.0,I,76.0,Z,477.0,235.0,S,8.0,YZ,57.9946167919165,-19.44,-0.02,0.11,0.0,-0.35,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
402.0,235.0,I,76.0,Z,492.0,235.0,S,8.0,YZ,57.9946167919165,-19.44,-0.02,0.11,0.0,-0.35,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
402.0,235.0,I,76.0,Z,493.0,235.0,S,8.0,YZ,129.13697285411658,-19.44,-0.02,0.11,0.0,-0.35,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0
411.0,235.0,I,54.0,X,517.0,235.0,S,6.0,XZ,32.92305692785893,-0.45,0.0,-1.13,0.0,0.0,0.01,1.12,0.0,0.0,0.0,0.0,0.0,7.0
417.0,235.0,I,54.0,X,509.0,235.0,S,8.0,XZ,36.73214007635864,0.07,0.01,-2.26,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
417.0,235.0,I,54.0,X,515.0,235.0,S,6.0,XZ,32.923056927858944,0.07,0.01,-2.26,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
418.0,235.0,I,54.0,X,511.0,235.0,S,8.0,XZ,36.73214007635864,-0.74,-0.01,-8.25,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
418.0,235.0,I,54.0,X,512.0,235.0,S,6.0,XZ,26.736680557430965,-0.74,-0.01,-8.25,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,7.0
427.0,235.0,I,46.0,X,419.0,235.0,I,54.0,Z,90.0,-6.25,0.01,-0.09,0.0,0.23,0.0,-0.82,-0.01,1.75,0.0,0.0,0.02,2.0
453.0,235.0,I,39.0,X,419.0,235.0,I,54.0,Z,90.0,-0.84,-0.27,0.0,0.0,0.0,0.01,-0.82,-0.01,0.84,0.0,2.29,-0.38,2.0
419.0,235.0,I,54.0,X,517.0,235.0,S,6.0,XZ,32.923056927858944,-0.82,-0.01,1.75,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,7.0
420.0,235.0,I,54.0,X,445.0,235.0,I,54.0,XY,135.0,-0.22,0.01,11.07,0.0,-4.26,0.03,0.28,0.0,1.46,0.0,0.0,-0.02,2.0
420.0,235.0,I,54.0,X,446.0,235.0,I,54.0,XY,45.00000000000001,-0.22,0.01,11.07,0.0,-4.26,0.03,-0.32,0.0,1.46,0.0,0.0,0.02,2.0
447.0,235.0,I,39.0,X,420.0,235.0,I,54.0,Z,90.0,-9.77,-0.14,0.0,0.0,0.0,0.03,-0.22,0.01,10.85,0.0,0.4,-0.3,2.0
420.0,235.0,I,54.0,X,515.0,235.0,S,6.0,XZ,32.923056927858944,-0.22,0.01,11.07,0.0,-4.26,0.03,1.0,1.0,1.0,1.0,1.0,1.0,7.0
428.0,235.0,I,46.0,Z,433.0,235.0,I,39.0,X,90.0,-4.24,0.0,-0.09,0.0,0.0,0.0,-0.73,0.0,-0.57,0.0,0.0,0.0,1.0
428.0,235.0,I,46.0,Z,434.0,235.0,I,54.0,X,90.0,-7.0,0.0,-0.09,0.0,0.23,0.0,-0.66,0.01,-0.92,0.0,0.0,0.0,2.0
430.0,235.0,I,76.0,Z,445.0,235.0,I,54.0,XY,90.0,-17.48,0.03,-0.21,0.0,0.58,0.09,0.28,0.0,-1.46,0.0,0.0,0.0,1.0
431.0,235.0,I,76.0,Z,446.0,235.0,I,54.0,XY,90.0,-17.62,-0.03,0.0,0.0,0.01,-0.08,-0.32,0.0,-1.46,0.0,0.0,0.0,1.0
432.0,235.0,I,39.0,Z,433.0,235.0,I,39.0,X,90.0,1.4,-0.22,0.0,0.0,0.0,0.31,-0.73,0.0,0.36,0.0,0.26,0.0,1.0
432.0,235.0,I,39.0,Z,434.0,235.0,I,54.0,X,90.0,-0.92,-0.22,0.0,0.0,0.0,-0.29,-0.66,0.01,0.37,0.0,0.68,0.02,2.0
432.0,235.0,I,39.0,Z,448.0,235.0,I,39.0,X,90.0,1.4,-0.22,0.0,0.0,0.0,0.31,-0.51,0.0,1.87,0.0,0.57,0.0,1.0
432.0,235.0,I,39.0,Z,449.0,235.0,I,54.0,X,90.0,-0.92,-0.22,0.0,0.0,0.0,-0.29,-0.07,0.01,0.53,0.0,0.97,0.02,2.0
432.0,235.0,I,39.0,Z,520.0,235.0,S,6.0,XZ,43.00982775024511,-0.92,-0.22,0.0,0.0,0.0,-0.29,1.11,0.0,0.0,0.0,0.0,0.0,7.0
432.0,235.0,I,39.0,Z,521.0,235.0,S,6.0,XZ,43.00982775024511,1.4,-0.22,0.0,0.0,0.0,0.31,1.0,1.0,1.0,1.0,1.0,1.0,7.0
433.0,235.0,I,39.0,X,520.0,235.0,S,6.0,XZ,46.990172249754885,-0.73,0.0,-0.57,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,7.0
433.0,235.0,I,39.0,X,521.0,235.0,S,6.0,XZ,46.990172249754885,-0.73,0.0,0.36,0.0,0.26,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
434.0,235.0,I,54.0,X,514.0,235.0,S,6.0,XZ,32.92305692785893,-0.66,0.01,-0.92,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,7.0
434.0,235.0,I,54.0,X,520.0,235.0,S,6.0,XZ,46.990172249754885,-0.66,0.01,0.37,0.0,0.68,0.02,1.11,0.0,0.0,0.0,0.0,0.0,7.0
434.0,235.0,I,54.0,X,521.0,235.0,S,6.0,XZ,46.990172249754885,-0.66,0.01,-0.92,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
445.0,235.0,I,54.0,XY,452.0,235.0,I,54.0,X,45.00000000000001,0.28,0.0,1.46,0.0,0.0,-0.02,-0.64,-0.01,-5.53,0.0,-4.27,0.03,2.0
447.0,235.0,I,39.0,Z,448.0,235.0,I,39.0,X,90.0,-8.1,-0.14,0.0,0.0,0.0,0.09,-0.51,0.0,2.27,0.0,-1.65,0.0,1.0
447.0,235.0,I,39.0,Z,449.0,235.0,I,54.0,X,90.0,-9.77,-0.14,0.0,0.0,0.0,-0.3,-0.07,0.01,1.09,0.0,0.1,0.03,1.0
450.0,235.0,I,39.0,Z,451.0,235.0,I,39.0,X,90.0,-2.54,0.08,0.0,0.0,0.0,-0.05,-0.36,0.0,1.25,0.0,-0.31,0.0,1.0
450.0,235.0,I,39.0,Z,452.0,235.0,I,54.0,X,90.0,-4.38,0.08,0.0,0.0,0.0,0.18,-0.64,-0.01,-4.93,0.0,1.79,0.02,2.0
450.0,235.0,I,39.0,Z,454.0,235.0,I,39.0,X,90.0,-2.54,0.08,0.0,0.0,0.0,-0.05,-0.45,0.0,-1.29,0.0,-0.36,0.0,1.0
450.0,235.0,I,39.0,Z,455.0,235.0,I,54.0,X,90.0,-4.38,0.08,0.0,0.0,0.0,0.18,-0.55,-0.01,-0.55,0.0,1.61,0.02,2.0
453.0,235.0,I,39.0,Z,454.0,235.0,I,39.0,X,90.0,1.22,-0.27,0.0,0.0,0.0,0.35,-0.45,0.0,-0.89,0.0,0.81,0.0,1.0
453.0,235.0,I,39.0,Z,455.0,235.0,I,54.0,X,90.0,-0.84,-0.27,0.0,0.0,0.0,-0.38,-0.55,-0.01,0.0,0.0,1.91,0.01,2.0
459.0,275.0,H,11.0,Y,456.0,235.0,I,28.0,XY,61.821409890040805,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.87,0.0,2.0
459.0,275.0,H,11.0,X,458.0,235.0,I,39.0,XY,28.17859010995918,0.02,0.0,0.0,0.0,0.0,0.0,-0.07,0.0,-8.75,0.0,0.0,0.0,7.0
461.0,275.0,H,11.0,Y,460.0,235.0,I,28.0,XY,48.23970029610211,-0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,-0.01,0.0,0.87,0.0,7.0
494.0,235.0,S,27.0,YZ,495.0,235.0,S,27.0,YZ,79.21530442183995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
524.0,235.0,I,46.0,Z,525.0,235.0,I,31.0,X,90.0,-6.73,-0.01,0.0,0.0,0.0,0.03,0.03,0.0,-0.3,0.0,0.0,0.0,2.0
